Date,Link,Message
2025-03-26 15:05:52,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7308784239439699968,"Pedro Andrés Orfila Febrer nono jajaja, yo estoy felicitando a mi amiga. Linkedin te la ha jugado hahaha"
2025-03-21 13:50:11,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7308784239439699968,Me alegro mucho 😊
2025-03-12 09:44:09,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7305406996269174785,Pedro Andrés Orfila Febrer es la autentica salud! Quiero decir... buena privacidad y modularidad para elegir cómo y que se puede conectar y usar en tu dispositivo. Jejeje
2025-03-08 21:10:07,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7304243142977843200,"Y por eso necesitamos un plan ₿, ahorrar en un dinero que no se puede inflar, confiscar, interceptar, finito... Y gastar mientras aún tenga algo de valor las $hit€oins para uso diario."
2025-02-20 11:55:17,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7298295555879804928,Gracias por el update e info!
2025-02-18 14:20:34,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7297609346463469568,Genial! Muy interesante 💪
2025-02-12 15:29:44,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7295462669124276224,"I need to find exercises & scenarios to put what i've learned into practice! The provided documentation is a good start, but ISO 27001 still feels very abstract."
2025-02-10 09:20:36,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7294600724351475712,¡Bravo!
2025-02-09 12:59:00,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7294335883216850944,"Recomendaciones personales:
Probar y usar un dual-boot de Linux con Tails (https://tails.net/index.es.html), Parrot Security OS (https://parrotsec.org/) y/o BlackArch (https://blackarch.org/)

Si utilizas un móvil Android compatible cambiarle el Sistema Operativo (OS) por GrapheneOS (https://grapheneos.org/) o CalyxOS (https://calyxos.org/) Yo llevo ya un par de años con GrapheneOS y si tienes dos usuarios uno con las aplicaciones google en una Sandbox aislada de todo el resto de tu móvil y tus datos va genial... si tienes que utilizar apps de banco y demás en el otro usuario puedes Instalar estas apps que requieren accesos más intrusivos a tu SO. Pero todo queda más aislado.

Y por útimo TorBrowser (https://www.torproject.org/es/download/) y aunque sean de pago yo valoro muy positivamente los productos de Proton (https://proton.me/es-es)

Ninguno de estos links es con referidos ni me beneficia. Es para compartir conocimiento, libertada y privacidad.

Un abrazo gente 🔨 🔧"
2025-02-07 15:20:39,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7293637772148445184,"Carlos Pineda Thanks Carlos! I'm sure 
you are also working hard :D"
2025-01-28 20:40:41,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7290092012081479681,"¡Felicidades, Zenon!"
2025-01-28 16:35:23,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7289981491294461952,Pedro Andrés Orfila Febrer Cheers Pedro!
2025-01-28 08:18:34,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7289689709927096321,¡Felicidades!
2025-01-25 06:33:48,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7288693842021605376,Well said!
2025-01-24 16:32:32,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7288589687990968320,Eso es! A seguir repasando y manteniéndose al día! Good job!
2025-01-21 12:14:22,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7287442130682155009,Entretenido CTF 💪 GJ
2025-01-14 12:25:20,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7224881743072296963,"Hi Mossé Cyber Security Institute why does my profile on: https://platform.mosse-institute.com/#/account  not show my certification?

https://students.mosse-institute.com/knowledge-test/CwLmPjf2GImtJzeszhxJ

Has something changed?"
2025-01-10 17:43:36,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7283537699209113600,"If anyone wants to learn how to run a Bitcoin Node on a old laptop or on a Raspberry Pi, DM me and I will help."
2025-01-09 11:15:43,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7282716040709496832,Fernando Mata Cano ahora a por el AWS Cloud Practitioner
2024-12-05 19:01:24,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7270114821801451523,"Omg that is scary, thanks for sharing."
2024-12-04 09:08:50,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7269850858341748737,Me alegro una barbaridad! Grande David! Buen trabajo.
2024-11-30 13:45:08,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7264112049788477442,"Muy didáctico, está bien ir revisando esta herramienta cada cierto tiempo."
2024-10-19 09:48:55,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7253141037794185216,"Tengo una consulta relacionada con cursos o certificaciones online gratuitas, que opinas de cybrary.it ?"
2024-10-19 09:34:45,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7253141037794185216,"Oh! Han cambiado el diseño, yo lo empecé a completar hace unos meses y casi no he reconocido la web desde el móvil. La web provee muy buenas herramientas y ejercicios prácticos."
2024-10-18 17:06:58,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7246912608073596929,Me interesa! Te he enviado una petición para conectar y poder hablar de los detalles por DM. Gracias!
2024-09-26 07:15:31,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7244963526182588416,"Muy bien explicado, fácil de entender y mucho potencial ciertamente. Me inquieta y despierta el interés en cuanto a su potencial uso en Ciberseguridad. ¿Serán las grandes empresas suficientemente rápidas para adaptarse a nuevos estándares de algoritmos, cifrados y herramientas \"quantum-proof/post-quantum\" ?"
2024-09-18 08:22:59,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7241846029753438210,Buen trabajo!
2024-08-21 07:54:15,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7231862978055168001,Good stuff! Thanks!
2024-08-19 10:31:29,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7231238361854672897,Muy buen trabajo! Un placer haber cursado este Bootcamp contigo y trabajar en equipo. Espero que podamos coincidir en algún proyecto algún día!
2024-08-15 16:15:58,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7229527513536839682,"Muy buenas tardes Zoe! Acabo de enviar mi CV por correo, parece una oportunidad genial!"
2024-08-12 15:01:38,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7228758453446406144,¡Me alegro mucho!
2024-08-09 13:41:17,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7226575908336263168,Saylor Academy Thank you ever so much! You have great content available to everyone for free which is amazing.
2024-08-07 13:24:34,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7226937640460140544,¡Me alegro mucho! A darlo todo campeón!
2024-08-06 17:02:04,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7226575908336263168,"Rume Ophi cheers! There is always so much more to learn, it's exciting!"
2024-08-06 14:47:36,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7226575908336263168,"It was very complete, insightful and with good examples to follow and practice. I would recommend it to anyone interested. You could maybe start with https://learn.saylor.org/course/view.php?id=468 to get used to a lot of the terminology."
2024-08-05 13:57:31,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7226219521726943232,"Nice one! A new adventure begins, best of luck and hope you enjoy it!"
2024-08-02 10:17:19,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7224881743072296963,Benjamin Mossé thank you very much! Very encouraging words coming from you. You provide great tools for learning.
2024-07-31 21:51:11,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7224405389096677377,Carl Feldman There are FREE available introduction courses and these are 6 out of 12-13 available. They are pretty good with hands-on practical scenarios and tests. Each certification can take a couple hours depending on your base skills on different software and tools that need to be used.
2024-07-31 21:47:49,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7224405389096677377,Mikail Azgın These 6 are part of a series of introduction courses that are FREE. There are like 12 of them to choose from on the website.
2024-07-30 16:38:03,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7221460917996167170,"¡Felicidades, Adam!"
2024-07-24 12:18:43,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7221847758830223363,"\"Introduction to OSINT\" is an exciting topic to reinforce next! 👀
Refreshing knowledge from my Cybersecurity, Ethical Hacking Bootcamp feels great."
2024-07-01 20:39:17,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7213581976853696512,Interesting!
2024-06-27 12:01:27,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7212039455698780160,"Impressive, nice content!"
2024-06-13 11:14:47,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7206360721637462017,Wish I saw it earlier! Will keep an eye on future roles posted.
2024-06-05 12:10:47,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7203787179926392835,Envidia sana de esa constancia! Jejeje
2024-06-01 12:16:23,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7201247516158283779,Me interesa mucho! Estaré pendiente
2024-05-30 19:55:11,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7202023098424995840,"¡Felicidades, David!"
2024-05-30 09:53:32,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7201767311223967744,Darn! That is some commitment right there!
2024-05-29 16:02:05,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7201606912948277249,"Hi Cory! Really appreciate your content and all the work you do. Just wondering if you would by any chance know of any contacts related with Cybersecurity. I'm a Bitcoiner that loves running his own lightning node and takes privacy+security very seriously. I've recently finished an intensive bootcamp and in a continuous learning spree.
Cheers!"
2024-05-29 00:06:59,https://www.linkedin.com/feed/update/urn%3Ali%3AarticleSegment%3A%28urn%3Ali%3AlinkedInArticle%3A7194738906024615937%2C7194738907631001600%29,No subestimes el valor de la capacitación continua para ti y tu equipo de IT. Mantener a los miembros del equipo actualizados con las últimas técnicas de seguridad y mejores prácticas puede marcar una gran diferencia en la protección de tu red contra amenazas emergentes. Una inversión en conocimiento es una inversión en seguridad.
2024-05-28 23:41:35,https://www.linkedin.com/feed/update/urn%3Ali%3AarticleSegment%3A%28urn%3Ali%3AlinkedInArticle%3A7194738906024615937%2C7194738907626807296%29,"En cuanto a fomentar hábitos seguros en linea, personalmente recomiendo intentar implementar una cierta \"higiene\" de metadatos de imágenes subidas a la web.

Para quien le pueda interesar:

ExifCleaner: Privacy metadata removal tool

 Open-Source

Removes metadata for the most popular image and video formats. It also supports PDF files and comes with batch-processing to process multiple files at once. Drag and Drop interface, easy to use.



ExifEraser: Image metadata remover for Android

 Open-Source

File support: JPEG, PNG and WebP.



Metapho: Image metadata remover for iOS

 Closed-Source

Strips out metadata or remove location data only. Share without metadata just before sharing."
2024-05-28 23:31:50,https://www.linkedin.com/feed/update/urn%3Ali%3AarticleSegment%3A%28urn%3Ali%3AlinkedInArticle%3A7194738906024615937%2C7194738907597402112%29,"Parecerá una tontería, pero algunas contraseñas que tal vez contengan Ñ ñ Ç ç  pueden dificultar que se \"rompan\" con ataque de diccionario genérico que suelen utilizar hackers de habla inglesa, rusa,etc.
A parte recomendable aplicar directrices que se ajusten a tus necesidades de: https://csrc.nist.gov/pubs/sp/800/63/b/upd2/final"
2024-05-28 16:17:45,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7200915535478317056,La buena inspiración y motivación que me da ver a ex compis del Bootcamp en continuo aprendizaje y desarrollo! Keep it up!
2024-05-28 15:37:57,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7201165949889048576,Good job! :)
2024-05-27 16:58:18,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7200852200825225216,To-do list. Apuntada
2024-05-24 14:22:53,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7199739187057545216,"Me encanta WayBackMachine, la tenía en mi cinturón de herramientas y varias de las mencionadas las vimos o utilizamos en el Bootcamp. Gracias por el post y las nuevas extensiones OSINT que me has dado a conocer!"
2024-05-10 20:45:49,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7194797055616196608,How can he not feel cognitive dissonance while doing that speech?!
2024-05-06 21:18:26,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7193348235099275264,Di que si! A tope!
2024-05-04 14:28:01,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7192518314206621697,Muy buen trabajo! Enhorabuena!
2024-05-04 13:38:22,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7192412776105975808,"Wasn't aware of the term \"Quishing\" but was familiar with the method. Interesting share."
2024-05-04 11:43:28,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7192201173557252096,Verónica Velasco Jones Gracias! Un placer las clases contigo y de tenerte como contacto ;)
2024-05-03 18:22:19,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7192154701889486848,Excelente trabajo compi!
2024-05-03 17:58:33,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7192147910195613696,Muy buena!
2024-05-03 17:37:47,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7192201173557252096,Nerea Hernández Del Río se agradece de todo corazón! Ha sido un gusto hacer el bootcamp y aprender contigo! Vas a hacerlo genial seguro en tu próximo trabajo :)
2024-05-03 17:32:30,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7192201173557252096,Felix Manuel Suarez Bataller Que grande eres! Mil gracias compañero! Agradezco tu ayuda y grandes aportaciones durante el bootcamp. A por todas!
2024-05-03 17:30:02,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7192201173557252096,Fernando Mata Cano muchas gracias!
2024-05-01 18:01:22,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7191493124416749568,"Puedo decir sin lugar a duda a las empresas que vean este post, que están ante un profesional extremadamente competente, tuve la grata experiencia de cursar un Bootcamp de Ciberseguridad con Fernando. Sus extensos conocimiento y experiencia previa nos brindó al resto de compañeros una gran ayuda. Es excelente para transferir y hacer entender conceptos complicados así como técnicos. Espero poder trabajar con él algún día, será un increíble asset para quien le contrate."
2024-04-25 12:23:53,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7184509897303056385,Always grateful to find good visual aids that can help me understand better this complex and everchanging industry.
2024-04-25 11:56:22,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7189216375956000768,"Habrá que encontrar tiempo para esto, tiene muy buena pinta 💪."
2024-04-21 18:11:42,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7187854719002787840,Way to go!
2024-04-03 08:02:56,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7176567422433247232,"Le puse el ojo a esta certificación, es interesante?"
2024-04-02 07:29:37,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7176631762100371457,Muy buena Álvaro! Congrats y a por todas!
2024-03-31 11:17:37,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7178716381201252354,Saylor Alumni Outreach Cheers! Well-curated information and nicely presented for self pathed learning.
2024-03-27 21:55:28,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7178868727742881792,"Currently immersed in my full-time Cybersecurity, Ethical Hacking, and Cloud Bootcamp with a month left to go, and already setting my sights on the Cyber Threat Intelligence Practitioner & Advanced Cyber Threat Intelligence certificates. This intensive program has deepened my interest in cybersecurity, laying the groundwork for further exploration and growth in the field."
2024-03-27 12:31:29,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7178716381201252354,First of many! 💪
2020-11-03 14:00:41,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6727156654783238144,Congrats Stephanie
