Date,ShareLink,ShareCommentary,SharedUrl,MediaUrl,Visibility
2025-07-12 20:04:22,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7349891391310675968,"Extremely good content & learning material. Thoroughly enjoyed their courses on ""Bitcoin for everyone"" + ""Bitcoin for Developers"".","","",MEMBER_NETWORK
2025-07-08 12:16:04,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7348323987724107778,"💻 ¡Acabo de lanzar mi primer sitio web de portafolio personal!""
""""
""Es sencillo, pero es completamente mío — y representa un paso importante en mi transición profesional hacia el mundo de la Ciberseguridad.""
""""
""👉 https://lnkd.in/dvqwiYhG""
""""
""Aún hay mucho por mejorar: detalles visuales, estructura, más contenido… pero quería compartir esta primera versión y salir ahí fuera.""
""""
""Estoy buscando activamente oportunidades como Junior en Ciberseguridad, Hacking Ético o Cloud (AWS) — idealmente remoto.""
""""
""Si trabajas en RRHH, reclutamiento tech o simplemente quieres dar feedback o consejos, ¡te lo agradecería muchísimo! 🙌""
""""
""Gracias por echarle un vistazo — y si tú también estás creando tu primer portafolio, ¡me encantaría conectar contigo!""
""""
""#Ciberseguridad #Portfolio #CambioDeCarrera #HTML #CSS #JavaScript #GitHub #AWS #HackingÉtico #TrabajoRemoto #OpenToWork","","",MEMBER_NETWORK
2025-07-08 12:13:23,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7348323312487256065,"💻 Just launched my first personal portfolio website!""
""""
""It’s simple, but it’s mine — and it marks a real milestone on my journey to switch careers into Cybersecurity.""
""""
""👉 https://lnkd.in/dvqwiYhG""
""""
""I still have lots to improve — UI polish, more projects, better structure — but I wanted to share the current version anyway.""
""""
""I'm actively looking for Junior roles in Cybersecurity / Ethical Hacking / Cloud (AWS) — and open to remote opportunities.""
""""
""If you're a recruiter, HR contact, or in tech and willing to offer advice or feedback, I’d greatly appreciate it 🙌""
""""
""Thanks for checking it out — and if you're also building your first portfolio, I'd love to connect and support each other!""
""""
""#Cybersecurity #Portfolio #CareerChange #HTML #CSS #JavaScript #OpenToWork #GitHub #AWS #EthicalHacking #RemoteWork",https://jimblogic.github.io/,"",MEMBER_NETWORK
2025-07-03 18:27:08,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7346605430862667776,"I've had a great time completing this room:""
""Very much recommended!""
""https://lnkd.in/dnJqFAr5",https://tryhackme.com/room/networkservices?utm_source=linkedin&utm_medium=social&utm_campaign=social_share&utm_content=room,"",MEMBER_NETWORK
2025-06-30 14:26:45,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7345457772852838400,"He intentado encontrar un mentor en Ciberseguridad antes, pero sin mucho éxito. 👀""
""Tras terminar un bootcamp intensivo, me he divertido trasteando con módulos, salas de hacking y herramientas…""
""Pero echo de menos esa sensación de comunidad y aprendizaje compartido que tenía con mis compañeros durante el curso.""
""""
""🗨️ Si te interesa hablar sobre Hacking Ético, herramientas, webs de práctica o proyectos, ¡mándame un mensaje!""
""Me encantaría compartir ideas, aprender y crecer con personas que vibren en esta misma frecuencia.""
""""
""Además, me apasionan temas como Bitcoin, criptografía, herramientas de OpSec, la historia y los ideales cypherpunk, el software libre y mucho más. 💪""
""""
""👉 No solo conectemos… ¡hablemos!""
""Construyamos algo más que una red de contactos. 🚀""
""""
""#Ciberseguridad #HackingEtico #MentoríaTecnológica #Bitcoin #OpSec #SoftwareLibre""
""""
""","","",MEMBER_NETWORK
2025-06-30 14:16:38,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7345455227707215872,"I've tried to find a Cybersecurity Mentor before with no success. 👀""
""After my Intensive Bootcamp it's been fun to tinker around with modules & hacking rooms. But I miss the feeling of belonging that I had during my course with fellow students.""
""Send me a DM if you would like to discuss Ethical Hacking tools, practice websites or projects.""
""I'm also passionate about Bitcoin, Cryptography, OpSec tools, Cypherpunk history , ideals, OpenSource software and much more.💪""
""""
""Let's do more than just connect, let's chat!","","",MEMBER_NETWORK
2025-06-29 21:06:52,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7345196078004105216,"Amazing module to test DevTools to find login cookies, try GET, POST and much more.","","",MEMBER_NETWORK
2025-06-29 20:21:32,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7345184669002256386,"A bit of very basic practice:""
""https://lnkd.in/duqnwpBm",https://tryhackme.com/room/pythonbasics?utm_source=linkedin&utm_medium=social&utm_campaign=social_share&utm_content=room,"",MEMBER_NETWORK
2025-06-27 14:15:43,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7344367833478225920,"Could someone recommend any interesting Virtual Machine to practice Ethical Hacking, pentesting, SOC, etc. ??""
""Cheers!","","",MEMBER_NETWORK
2025-06-25 18:42:08,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7343710103088369666,"Perseverance is key, incremental gains of knowledge with a routine of daily or weekly learning will add up more in the long term than outbursts of inconsistent dedication.","","",MEMBER_NETWORK
2025-06-25 18:18:58,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7343704275723640834,"Indeed ""Everything is connected"" and Asymmetric Cryptography is essential for our every day use of apps, internet, VLANs, and so on.",https://academy.hackthebox.com/achievement/badge/953967f6-51ef-11f0-bcfd-bea50ffe6cb4,"",MEMBER_NETWORK
2025-06-25 18:12:47,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7343702716373729281,I enjoy going back to the basics and understanding concepts with new insights gained with experience and study.,"","",MEMBER_NETWORK
2025-06-20 13:44:22,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7341823230485172224,"Ya sabéis buena gente, 2FA en todos los lados posibles y un gestor de contraseñas OpenSource o de pago que haya sido auditado.","","",MEMBER_NETWORK
2025-06-17 21:16:01,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7340849727250268160,"Should I Twitch again?""
""""
""Enegery is renewed!","","",MEMBER_NETWORK
2025-06-17 21:09:59,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7340848208954191872,"https://lnkd.in/dUw3ZeAF I'm still working on my portfolio web page to unify all my learning in an easly shared format.""
""""
""But with all honesty, I still need many hours to debug and understand the Languages that my project uses:""
""""
""""
""CSS""
""58.7%""
"" ""
""HTML""
""33.8%""
"" ""
""JavaScript""
""7.5%""
""""
""(Fun fuct I studied Python first and then selftaught myself into a mess hahaha)",https://github.com/jimblogic,"",MEMBER_NETWORK
2025-06-17 21:03:37,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7340846605564047360,Grinding a daily normal FIAT job has diverted my CyberSecurity learning path for the past few months. But I'm glad to be using my Ethical Hacking Skills and tools again when I find the time to do so.,"","",MEMBER_NETWORK
2025-06-17 20:59:26,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7340845552261029888,"Linux isn't only a cute looking penguin OS, it's a world of testing errors and seeking fixes. Extremely versatile and moddifiable.",https://tryhackme.com/r/JimBLogic/badges/linux-privesc?utm_source=linkedin&utm_medium=social&utm_campaign=social_share&utm_content=badge,"",MEMBER_NETWORK
2025-06-17 20:55:47,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7340844635629441024,Really want to find a team to work with and learn more every day.,https://tryhackme.com/r/JimBLogic/badges/careerreadybadge?utm_source=linkedin&utm_medium=social&utm_campaign=social_share&utm_content=badge,"",MEMBER_NETWORK
2025-06-17 20:54:23,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7340844281550503937,"Not only a good series, but an awesome machine to exploit.",https://tryhackme.com/r/JimBLogic/badges/mr-robot?utm_source=linkedin&utm_medium=social&utm_campaign=social_share&utm_content=badge,"",MEMBER_NETWORK
2025-06-17 20:52:57,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7340843922224525312,"I love testing and cracking hashes, very worth the time to complete the module.",https://tryhackme.com/r/JimBLogic/badges/hash-cracker?utm_source=linkedin&utm_medium=social&utm_campaign=social_share&utm_content=badge,"",MEMBER_NETWORK
2025-06-17 20:49:28,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7340843045623365633,Good Stuff,"","",MEMBER_NETWORK
2025-06-17 20:48:49,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7340842882452336641,"Also 3 months old, but happy to share my MacOS learning path.","","",MEMBER_NETWORK
2025-06-17 20:47:51,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7340842638780071939,3 Months ago I completed all the fundamental modules 👀 🦾,"","",MEMBER_NETWORK
2025-06-17 20:46:54,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7340842398316388352,Old Badge but worthy to share.,"","",MEMBER_NETWORK
2025-06-17 20:46:30,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7340842299020488704,It's fun to play around with JavaScript Deobfuscation.,"","",MEMBER_NETWORK
2025-06-17 19:59:23,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7340830444038336513,Just completed:,"","",MEMBER_NETWORK
2025-06-12 21:14:06,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7339037306672054272,"Todo este revuelo sobre los ordenadores cuánticos capaces de robar claves privadas de Bitcoin suena alarmante, pero en la mayoría de los casos es puro sensacionalismo.""
""Piénsalo así: si una máquina cuántica pudiera realmente romper las matemáticas que protegen Bitcoin, también podría romper cualquier otro sistema de cifrado —como el de tu banco online, tu cuenta de Netflix o incluso tu correo electrónico.""
""De hecho, la propia BlackRock ha advertido que un avance cuántico así “socavaría la viabilidad” de la criptografía en toda la industria tecnológica.""
""Así que culpar únicamente a Bitcoin es como preocuparse por una sola cerradura cuando alguien ha construido una llave maestra capaz de abrirlas todas.""
""""
""""
""---""
""""
""Tranquilidad: todavía queda mucho camino""
""""
""Pongamos las cosas en perspectiva.""
""Los ordenadores cuánticos actuales aún están en una fase muy temprana.""
""Como dice Coindesk de forma bastante directa: “no existe aún ninguna máquina capaz de romper el cifrado de Bitcoin”.""
""La más potente de IBM ronda los 1.100 cúbits, y la de Google apenas llega a los 53.""
""La mayoría de expertos coinciden en que estamos, como mínimo, a entre 10 y 20 años de que exista una cuántica lo suficientemente potente como para representar una amenaza real.""
""Y en tecnología, dos décadas son una eternidad. Para entonces, ya habrá nuevas defensas en marcha.""
""""
""""
""---""
""""
""Todos tendrán que actualizarse (y podrán hacerlo)""
""""
""Mientras tanto, los desarrolladores no están de brazos cruzados.""
""Ya existen propuestas y avances concretos hacia criptografía “post-cuántica”.""
""Si la amenaza cuántica se hace realidad, Bitcoin (igual que el resto de sistemas) podrá actualizar su protocolo a claves resistentes.""
""Es como cambiar todas las cerraduras del edificio cuando alguien inventa una herramienta capaz de abrirlas todas.""
""De hecho, investigadores de IBM han calculado que incluso un ordenador cuántico del futuro tardaría unos 100.000 millones de años en romper el cifrado AES-128 que protege hoy servicios como Netflix o la banca online.""
""Bitcoin puede aguantar eso... y para entonces, todo Internet habrá cambiado sus “cerraduras” también.""
""""
""""
""---""
""""
""La verdadera conclusión""
""""
""La próxima vez que alguien saque el argumento de “la cuántica acabará con Bitcoin”, respira hondo.""
""No se trata de una vulnerabilidad específica de Bitcoin, sino de una amenaza global a los sistemas de cifrado actuales.""
""Si las máquinas cuánticas llegan a ser tan potentes como se teme, afectarán a todo: desde las tarjetas bancarias hasta las redes sociales.""
""Microsoft o Mastercard serán de los primeros en actualizarse, pero Bitcoin no se quedará atrás.""
""""
""Por ahora, calma: la comunidad de Bitcoin está atenta, la criptografía resistente a cuántica ya está en desarrollo, y el riesgo, aunque real, aún queda lejos.""
""""
""","","",MEMBER_NETWORK
2025-06-12 21:08:13,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7339035824639950848,"All this buzz about quantum computers stealing Bitcoin keys sounds scary, but it’s mostly hype. Think of it this way: if a quantum computer could really break Bitcoin’s math, it could break any encryption out there – your online bank, Netflix account, or email password would be toast too. In fact, BlackRock warns that such a quantum breakthrough would “undermine the viability” of cryptography across the entire tech industry, not just Bitcoin. So blaming Bitcoin alone is like worrying about one lock when someone built a skeleton key for every door – quantum would open them all.""
""""
""Don’t Panic – It’s Decades Away""
""""
""Here’s some perspective: today’s quantum computers are puny. As Coindesk bluntly notes, “no such machine exists yet” to crack Bitcoin-level encryption – IBM’s biggest has ~1,100 qubits and Google’s only 53. Experts generally agree we’re still 10–20 years (or more) from a quantum supercomputer that could threaten Bitcoin. That’s a long time in tech years. By then, engineers will likely have rolled out the next-generation defenses.""
""""
""Everyone Will (Eventually) Upgrade""
""""
""Meanwhile, developers aren’t ignoring this. Plans for “post-quantum” cryptography are already on the table. If quantum ever did materialize, we could simply hard-fork or patch Bitcoin (and everything else) to new, quantum-safe keys. Think of it like swapping to a better lock when someone invents a master key. In fact, IBM researchers point out that even a future quantum machine would need about 100 billion years to crack the AES-128 encryption that keeps Netflix and online banking safe today. Bitcoin can hold off that long – and by then the whole internet will have updated its locks too.""
""""
""The Real Takeaway""
""""
""So next time someone waves the “quantum will kill Bitcoin” flag, just smile. This is a general encryption issue, not a secret Bitcoin flaw. If quantum computers ever really get that strong, everything from credit cards to social media will be in the same boat – Microaoft or Mastercard might be the first to fix it, but Bitcoin’s not far behind. For now, keep calm: Bitcoin’s community is savvy, quantum-resistant crypto is already in development, and the threat is everywhere (it’s not a Bitcoin-only boogeyman).""
""""
""Key points:""
""""
""Quantum computers could eventually break all current public-key encryption – not just Bitcoin’s.""
""""
""It’s not going to happen overnight. Experts say any real quantum threat is a decade or two away (IBM notes AES-128 could last on the order of 10<sup>11</sup> years under quantum).""
""""
""By the time that day comes, everyone will have switched to quantum-safe cryptography.""
""""
""In short: Don’t sweat it. If quantum can pick one lock, it can pick them all – and engineers are already cooking up fixes for everything.""
""""
""","","",MEMBER_NETWORK
2025-06-12 10:25:59,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7338874203355451392,"People who ""worry"" about or disingenuously use the ""Quantum Computing will break Bitcoin' private and public key pairs"" narrative as an excuse to not own bitcoin or tell others not to. Should worry about the encryption they use to make ""safe payments"" online or the pin number they use for their debit card. Think about all the data stored and encrypted as social security numbers or personal details ""protected"" and stored by big businesses or governments. If quantum breaks encryption its not only Bitcoin that will upgrade the protocol and react to be quantum resistant. Your Netflix account will also need to react so that someone from the other side of the world can't access your movies and watch stuff for free.","","",MEMBER_NETWORK
2025-05-01 11:46:40,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7323674214840856576,"Although my shares are a grain of sand. I am excited to have voted on Strategy INCORPORATED 2025‌ ‌Annual Meeting‌. ""
""""
""Great company & I really support their approach with #Bitcoin.","","",MEMBER_NETWORK
2025-03-14 09:43:25,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7306248580795662337,"""
""El debate sobre el euro digital, que Christine Lagarde podría introducir a finales de este año, nos invita a reflexionar profundamente sobre el futuro de la privacidad y la libertad financiera. En mi opinión, las CBDC (monedas digitales de banco central) plantean riesgos que podrían transformar radicalmente la naturaleza del dinero, convirtiéndolo en un instrumento sujeto a controles excesivos.""
""""
""Imagina un escenario en el que el dinero tenga fecha de caducidad para incentivar el gasto en momentos determinados o en el que se limiten las compras de servicios esenciales—como billetes de tren o avión—al agotar un “cupo de uso” basado en la huella de carbono. O peor aún, considera la posibilidad de que se congelen o confisquen fondos bajo criterios arbitrarios, afectando incluso el acceso a bienes culturales o informativos, en función de que estos se consideren contrarios a ciertos intereses gubernamentales.""
""""
""Estos posibles escenarios no solo ponen en riesgo nuestra autonomía financiera, sino que también amenazan pilares fundamentales de nuestra sociedad, como la libertad de expresión y el acceso a la información. En palabras de George Orwell en “1984”: “Si quieres hacerte una idea de cómo será el futuro, imagina una bota aplastando un rostro humano incesantemente.”""
""""
""Invito a todos a reflexionar sobre estos desafíos éticos y sociales, y a participar en el debate sobre cómo asegurar que la innovación digital no comprometa nuestros derechos fundamentales.","","",MEMBER_NETWORK
2025-03-02 18:28:16,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7302032010724753408,"I'm sad that a ₿itcoin Standard could have been established but by how he posted it's more like a $hitcoin Standard, by adding other ""alt coins"" to the US National Treasury Reserve.","","",MEMBER_NETWORK
2025-03-02 14:45:09,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7301975862252363778,"Going through the basics as a recap, consolidating knowledge.","","",MEMBER_NETWORK
2025-02-28 10:32:42,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7301187554643460096,"My Free LinkedIn Premium month has ended, and these are my thoughts:""
""""
""1. The algorithm appeared to be a lot more precise and show A LOT more positions related to CyberSecurity to apply to.""
""""
""2. I still haven't had a single interview even if I'm weekly productively learning and sharing certifications related to the industry and showing my personal growth on top of my Intensive Full Time Bootcamp.""
""""
""3. LinkedIn Learn platform was something I REALLY enjoyed and I wish I had more time to finish and do practice exams provided by the platform for certs line ""AWS Cloud Practitioner""""
""""
""4. Not affordable within my personal financial situation after spending thousands of Euros on the Bootcamp I did.""
""""
""Hope you might fins these insights useful.""
""""
""Cheers.""
""","","",MEMBER_NETWORK
2025-02-28 10:23:52,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7301185331515588608,"""Move fast and break things"" (Old Facebook motto) might be a good concept idea for some Techo innovation. But in terms of CyberSecurity jumping into the latest trend and input sensitive information, access API keys, private keys and all sorts of data is bad practice.","","",MEMBER_NETWORK
2025-02-18 13:11:34,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7297603656579706880,Good explanations with visual examples plus Entertaining tasks. Cheers TryHackMe !,"","",MEMBER_NETWORK
2025-02-18 12:48:02,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7297597733979217922,Just finished the learning path “Career Essentials in Cybersecurity by Microsoft and LinkedIn”! #threatvulnerabilitymanagement #informationsecurityawareness,"","",MEMBER_NETWORK
2025-02-18 12:47:48,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7297597673082150912,Just finished the learning path “Career Essentials in Cybersecurity by Microsoft and LinkedIn”!  Scored 80% ! https://lnkd.in/dBpvqcrt ,"","",MEMBER_NETWORK
2025-02-17 18:43:47,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7297324870802022402,Just finished the course “Cybersecurity Foundations” by Malcolm Shore! Check it out: https://lnkd.in/dg7pMt6n #cybersecurity.,"","",MEMBER_NETWORK
